order_id,item_id,datetime_picked,picker_id,warehouse_id,bin_id
ORD000705,SKU00002,2025-09-28T22:56:26,PICKER053,W01,W01-A01-S013
ORD000706,SKU00003,2025-09-30T12:02:26,PICKER025,W02,W02-A06-S016
ORD000706,SKU00428,2025-09-30T12:02:49,PICKER025,W02,W02-A11-S012
ORD000706,SKU00024,2025-09-30T12:03:13,PICKER025,W02,W02-A06-S018
ORD000706,SKU00001,2025-09-30T12:03:40,PICKER025,W02,W02-A03-S008
ORD000707,SKU00002,2025-09-18T12:28:19,PICKER001,W01,W01-A01-S013
ORD000708,SKU00006,2025-09-17T13:52:33,PICKER025,W02,W02-A03-S022
ORD000708,SKU00019,2025-09-17T13:53:05,PICKER025,W02,W02-A05-S002
ORD000708,SKU00777,2025-09-17T13:53:20,PICKER025,W02,W02-A04-S002
ORD000708,SKU00004,2025-09-17T13:53:30,PICKER025,W02,W02-A06-S001
ORD000708,SKU00004,2025-09-17T13:53:45,PICKER025,W02,W02-A06-S001
ORD000708,SKU00001,2025-09-17T13:54:10,PICKER025,W02,W02-A03-S008
ORD000709,SKU00005,2025-09-13T21:47:26,PICKER055,W01,W01-A05-S015
ORD000710,SKU00009,2025-09-30T12:02:27,PICKER007,W01,W01-A02-S020
ORD000711,SKU00066,2025-09-02T22:13:35,PICKER060,W01,W01-A06-S012
ORD000712,SKU00095,2025-09-13T21:21:14,PICKER023,W01,W01-A06-S002
ORD000712,SKU00005,2025-09-13T21:21:39,PICKER023,W01,W01-A05-S015
ORD000712,SKU00002,2025-09-13T21:22:03,PICKER023,W01,W01-A01-S013
ORD000712,SKU00052,2025-09-13T21:22:23,PICKER023,W01,W01-A01-S024
ORD000712,SKU00135,2025-09-13T21:23:06,PICKER023,W01,W01-A11-S010
ORD000713,SKU00127,2025-09-03T12:45:25,PICKER007,W01,W01-A07-S001
ORD000713,SKU00424,2025-09-03T12:45:59,PICKER007,W01,W01-A09-S023
ORD000713,SKU00210,2025-09-03T12:46:28,PICKER007,W01,W01-A02-S025
ORD000713,SKU00009,2025-09-03T12:46:44,PICKER007,W01,W01-A02-S020
ORD000713,SKU00035,2025-09-03T12:47:04,PICKER007,W01,W01-A08-S020
ORD000713,SKU00037,2025-09-03T12:47:23,PICKER007,W01,W01-A08-S009
ORD000713,SKU00038,2025-09-03T12:47:48,PICKER007,W01,W01-A08-S002
ORD000713,SKU00286,2025-09-03T12:48:19,PICKER007,W01,W01-A12-S022
ORD000714,SKU00005,2025-09-07T14:23:31,PICKER029,W01,W01-A05-S015
ORD000714,SKU00071,2025-09-07T14:23:44,PICKER029,W01,W01-A04-S009
ORD000714,SKU00062,2025-09-07T14:23:57,PICKER029,W01,W01-A04-S009
ORD000714,SKU00360,2025-09-07T14:24:10,PICKER029,W01,W01-A02-S014
ORD000714,SKU00082,2025-09-07T14:24:42,PICKER029,W01,W01-A09-S006
ORD000714,SKU00717,2025-09-07T14:25:15,PICKER029,W01,W01-A11-S022
ORD000715,SKU00007,2025-09-02T21:35:15,PICKER047,W02,W02-A03-S003
ORD000715,SKU00004,2025-09-02T21:35:43,PICKER047,W02,W02-A06-S001
ORD000716,SKU00769,2025-09-28T13:58:17,PICKER013,W01,W01-A03-S009
ORD000717,SKU00002,2025-09-12T12:44:28,PICKER041,W01,W01-A01-S013
ORD000717,SKU00029,2025-09-12T12:44:49,PICKER041,W01,W01-A06-S018
ORD000717,SKU00005,2025-09-12T12:45:06,PICKER041,W01,W01-A05-S015
ORD000717,SKU00005,2025-09-12T12:45:21,PICKER041,W01,W01-A05-S015
ORD000717,SKU00144,2025-09-12T12:45:43,PICKER041,W01,W01-A11-S022
ORD000718,SKU00010,2025-09-05T22:46:44,PICKER058,W01,W01-A09-S017
ORD000719,SKU00002,2025-09-23T22:18:22,PICKER039,W01,W01-A01-S013
ORD000719,SKU00005,2025-09-23T22:18:37,PICKER039,W01,W01-A05-S015
ORD000719,SKU00005,2025-09-23T22:18:59,PICKER039,W01,W01-A05-S015
ORD000719,SKU00009,2025-09-23T22:19:16,PICKER039,W01,W01-A02-S020
ORD000719,SKU00002,2025-09-23T22:19:32,PICKER039,W01,W01-A01-S013
ORD000719,SKU00011,2025-09-23T22:19:46,PICKER039,W01,W01-A01-S017
ORD000719,SKU00028,2025-09-23T22:20:21,PICKER039,W01,W01-A07-S025
ORD000719,SKU00072,2025-09-23T22:20:51,PICKER039,W01,W01-A10-S012
ORD000720,SKU00006,2025-09-08T21:51:32,PICKER023,W02,W02-A03-S022
ORD000720,SKU00001,2025-09-08T21:51:53,PICKER023,W02,W02-A03-S008
ORD000720,SKU00025,2025-09-08T21:52:11,PICKER023,W02,W02-A01-S004
ORD000720,SKU00003,2025-09-08T21:52:33,PICKER023,W02,W02-A06-S016
ORD000721,SKU00009,2025-09-24T21:22:27,PICKER015,W01,W01-A02-S020
ORD000722,SKU00078,2025-09-28T14:05:15,PICKER040,W02,W02-A02-S004
ORD000723,SKU00002,2025-09-14T14:34:31,PICKER035,W01,W01-A01-S013
ORD000723,SKU00098,2025-09-14T14:35:02,PICKER035,W01,W01-A06-S010
ORD000724,SKU00005,2025-09-26T13:45:27,PICKER036,W01,W01-A05-S015
ORD000724,SKU00267,2025-09-26T13:45:44,PICKER036,W01,W01-A07-S011
ORD000725,SKU00013,2025-09-23T22:49:29,PICKER008,W02,W02-A02-S023
ORD000725,SKU00003,2025-09-23T22:49:48,PICKER008,W02,W02-A06-S016
ORD000726,SKU00004,2025-09-08T20:16:20,PICKER039,W02,W02-A06-S001
ORD000726,SKU00001,2025-09-08T20:16:38,PICKER039,W02,W02-A03-S008
ORD000726,SKU00602,2025-09-08T20:17:11,PICKER039,W02,W02-A08-S020
ORD000726,SKU00046,2025-09-08T20:17:35,PICKER039,W02,W02-A12-S008
ORD000727,SKU00001,2025-09-07T12:36:23,PICKER027,W02,W02-A03-S008
ORD000727,SKU00182,2025-09-07T12:36:53,PICKER027,W02,W02-A07-S024
ORD000728,SKU00011,2025-09-30T20:43:21,PICKER018,W01,W01-A01-S017
ORD000728,SKU00034,2025-09-30T20:43:37,PICKER018,W01,W01-A02-S023
ORD000728,SKU00514,2025-09-30T20:44:08,PICKER018,W01,W01-A10-S013
ORD000728,SKU00138,2025-09-30T20:44:20,PICKER018,W01,W01-A11-S010
ORD000729,SKU00049,2025-09-20T20:08:39,PICKER052,W02,W02-A12-S021
ORD000730,SKU00091,2025-09-27T13:03:30,PICKER023,W01,W01-A10-S010
ORD000731,SKU00074,2025-09-07T12:52:28,PICKER007,W01,W01-A06-S014
ORD000732,SKU00001,2025-09-19T12:45:22,PICKER057,W02,W02-A03-S008
ORD000733,SKU00003,2025-09-10T21:17:28,PICKER033,W02,W02-A06-S016
ORD000733,SKU00566,2025-09-10T21:17:46,PICKER033,W02,W02-A07-S003
ORD000733,SKU00014,2025-09-10T21:18:04,PICKER033,W02,W02-A05-S012
ORD000733,SKU00006,2025-09-10T21:18:23,PICKER033,W02,W02-A03-S022
ORD000733,SKU00024,2025-09-10T21:18:40,PICKER033,W02,W02-A06-S018
ORD000733,SKU00012,2025-09-10T21:18:57,PICKER033,W02,W02-A01-S016
ORD000734,SKU00527,2025-09-14T14:03:18,PICKER016,W02,W02-A06-S002
ORD000735,SKU00017,2025-09-21T21:00:24,PICKER025,W01,W01-A01-S014
ORD000735,SKU00002,2025-09-21T21:00:34,PICKER025,W01,W01-A01-S013
ORD000736,SKU00001,2025-09-14T13:47:15,PICKER045,W02,W02-A03-S008
ORD000737,SKU00002,2025-09-26T20:52:14,PICKER041,W01,W01-A01-S013
ORD000737,SKU00015,2025-09-26T20:52:34,PICKER041,W01,W01-A05-S020
ORD000738,SKU00018,2025-09-03T22:14:37,PICKER015,W01,W01-A12-S013
ORD000739,SKU00002,2025-09-01T13:16:21,PICKER019,W01,W01-A01-S013
ORD000739,SKU00002,2025-09-01T13:16:28,PICKER019,W01,W01-A01-S013
ORD000739,SKU00002,2025-09-01T13:16:38,PICKER019,W01,W01-A01-S013
ORD000739,SKU00002,2025-09-01T13:16:43,PICKER019,W01,W01-A01-S013
ORD000739,SKU00011,2025-09-01T13:16:57,PICKER019,W01,W01-A01-S017
ORD000739,SKU00011,2025-09-01T13:17:04,PICKER019,W01,W01-A01-S017
ORD000739,SKU00071,2025-09-01T13:17:31,PICKER019,W01,W01-A04-S009
ORD000739,SKU00039,2025-09-01T13:17:44,PICKER019,W01,W01-A06-S011
ORD000739,SKU00038,2025-09-01T13:18:05,PICKER019,W01,W01-A08-S002
ORD000739,SKU00272,2025-09-01T13:18:23,PICKER019,W01,W01-A11-S008
ORD000739,SKU00550,2025-09-01T13:18:48,PICKER019,W01,W01-A09-S009
ORD000739,SKU00026,2025-09-01T13:19:07,PICKER019,W01,W01-A04-S007
ORD000739,SKU00015,2025-09-01T13:19:41,PICKER019,W01,W01-A05-S020
ORD000739,SKU00035,2025-09-01T13:20:00,PICKER019,W01,W01-A08-S020
ORD000740,SKU00001,2025-09-21T21:13:21,PICKER007,W02,W02-A03-S008
ORD000740,SKU00657,2025-09-21T21:13:52,PICKER007,W02,W02-A11-S001
ORD000740,SKU00004,2025-09-21T21:14:06,PICKER007,W02,W02-A06-S001
ORD000740,SKU00116,2025-09-21T21:14:35,PICKER007,W02,W02-A08-S021
ORD000741,SKU00005,2025-09-02T20:14:27,PICKER033,W01,W01-A05-S015
ORD000742,SKU00034,2025-09-01T22:20:40,PICKER014,W01,W01-A02-S023
ORD000742,SKU00002,2025-09-01T22:21:07,PICKER014,W01,W01-A01-S013
ORD000743,SKU00002,2025-09-02T20:38:22,PICKER005,W01,W01-A01-S013
ORD000743,SKU00002,2025-09-02T20:38:30,PICKER005,W01,W01-A01-S013
ORD000744,SKU00002,2025-09-08T13:15:18,PICKER009,W01,W01-A01-S013
ORD000744,SKU00002,2025-09-08T13:15:28,PICKER009,W01,W01-A01-S013
ORD000744,SKU00210,2025-09-08T13:15:48,PICKER009,W01,W01-A02-S025
ORD000744,SKU00126,2025-09-08T13:16:25,PICKER009,W01,W01-A03-S008
ORD000744,SKU00005,2025-09-08T13:16:54,PICKER009,W01,W01-A05-S015
ORD000744,SKU00350,2025-09-08T13:17:26,PICKER009,W01,W01-A07-S021
ORD000744,SKU00254,2025-09-08T13:17:52,PICKER009,W01,W01-A10-S008
ORD000745,SKU00009,2025-09-12T13:54:23,PICKER007,W01,W01-A02-S020
ORD000745,SKU00141,2025-09-12T13:54:54,PICKER007,W01,W01-A08-S017
ORD000746,SKU00073,2025-09-01T22:02:38,PICKER043,W02,W02-A08-S020
ORD000747,SKU00474,2025-09-13T14:42:34,PICKER054,W01,W01-A11-S012
ORD000748,SKU00232,2025-09-12T21:11:18,PICKER042,W01,W01-A06-S003
ORD000749,SKU00001,2025-09-20T22:50:16,PICKER059,W02,W02-A03-S008
ORD000749,SKU00403,2025-09-20T22:50:39,PICKER059,W02,W02-A05-S015
ORD000750,SKU00165,2025-09-11T12:24:29,PICKER034,W01,W01-A04-S010
ORD000751,SKU00002,2025-09-13T12:04:19,PICKER014,W01,W01-A01-S013
ORD000752,SKU00129,2025-09-22T21:45:19,PICKER002,W01,W01-A04-S006
ORD000752,SKU00015,2025-09-22T21:45:40,PICKER002,W01,W01-A05-S020
ORD000752,SKU00011,2025-09-22T21:46:00,PICKER002,W01,W01-A01-S017
ORD000753,SKU00004,2025-09-06T14:41:20,PICKER040,W02,W02-A06-S001
ORD000753,SKU00008,2025-09-06T14:41:42,PICKER040,W02,W02-A12-S005
ORD000754,SKU00016,2025-09-05T13:41:30,PICKER044,W01,W01-A11-S009
ORD000755,SKU00126,2025-09-01T21:42:24,PICKER028,W01,W01-A03-S008
ORD000755,SKU00005,2025-09-01T21:42:40,PICKER028,W01,W01-A05-S015
ORD000755,SKU00169,2025-09-01T21:42:56,PICKER028,W01,W01-A05-S009
ORD000756,SKU00604,2025-09-07T12:53:35,PICKER047,W02,W02-A09-S016
ORD000757,SKU00056,2025-09-29T14:43:29,PICKER033,W02,W02-A05-S020
ORD000757,SKU00004,2025-09-29T14:43:54,PICKER033,W02,W02-A06-S001
ORD000758,SKU00039,2025-09-18T20:17:26,PICKER001,W01,W01-A06-S011
ORD000758,SKU00199,2025-09-18T20:17:33,PICKER001,W01,W01-A05-S010
ORD000759,SKU00059,2025-09-14T14:49:30,PICKER039,W01,W01-A06-S018
ORD000760,SKU00622,2025-09-04T22:55:32,PICKER003,W01,W01-A10-S018
ORD000760,SKU00010,2025-09-04T22:55:44,PICKER003,W01,W01-A09-S017
ORD000760,SKU00005,2025-09-04T22:56:01,PICKER003,W01,W01-A05-S015
ORD000760,SKU00005,2025-09-04T22:56:21,PICKER003,W01,W01-A05-S015
ORD000761,SKU00002,2025-09-20T22:58:21,PICKER014,W01,W01-A01-S013
ORD000762,SKU00001,2025-09-19T22:40:13,PICKER042,W02,W02-A03-S008
ORD000762,SKU00001,2025-09-19T22:40:28,PICKER042,W02,W02-A03-S008
ORD000762,SKU00014,2025-09-19T22:40:47,PICKER042,W02,W02-A05-S012
ORD000762,SKU00105,2025-09-19T22:41:11,PICKER042,W02,W02-A03-S021
ORD000763,SKU00002,2025-09-07T21:44:14,PICKER057,W01,W01-A01-S013
ORD000763,SKU00017,2025-09-07T21:44:36,PICKER057,W01,W01-A01-S014
ORD000763,SKU00002,2025-09-07T21:44:47,PICKER057,W01,W01-A01-S013
ORD000763,SKU00157,2025-09-07T21:45:05,PICKER057,W01,W01-A02-S019
ORD000763,SKU00129,2025-09-07T21:45:30,PICKER057,W01,W01-A04-S006
ORD000763,SKU00036,2025-09-07T21:45:58,PICKER057,W01,W01-A02-S025
ORD000763,SKU00002,2025-09-07T21:46:18,PICKER057,W01,W01-A01-S013
ORD000763,SKU00002,2025-09-07T21:46:31,PICKER057,W01,W01-A01-S013
ORD000763,SKU00017,2025-09-07T21:46:37,PICKER057,W01,W01-A01-S014
ORD000763,SKU00705,2025-09-07T21:47:14,PICKER057,W01,W01-A10-S005
ORD000763,SKU00010,2025-09-07T21:47:35,PICKER057,W01,W01-A09-S017
ORD000764,SKU00024,2025-09-01T14:24:40,PICKER037,W02,W02-A06-S018
ORD000765,SKU00012,2025-09-08T12:14:22,PICKER049,W02,W02-A01-S016
ORD000766,SKU00003,2025-09-09T12:46:35,PICKER003,W02,W02-A06-S016
ORD000767,SKU00001,2025-09-11T13:47:27,PICKER041,W02,W02-A03-S008
ORD000767,SKU00001,2025-09-11T13:47:35,PICKER041,W02,W02-A03-S008
ORD000768,SKU00002,2025-09-08T13:02:20,PICKER031,W01,W01-A01-S013
ORD000768,SKU00002,2025-09-08T13:02:38,PICKER031,W01,W01-A01-S013
ORD000768,SKU00207,2025-09-08T13:03:02,PICKER031,W01,W01-A09-S009
ORD000769,SKU00033,2025-09-07T22:30:14,PICKER019,W01,W01-A03-S003
ORD000769,SKU00029,2025-09-07T22:30:42,PICKER019,W01,W01-A06-S018
ORD000769,SKU00590,2025-09-07T22:30:59,PICKER019,W01,W01-A09-S020
ORD000770,SKU00001,2025-09-23T13:37:19,PICKER058,W02,W02-A03-S008
ORD000770,SKU00014,2025-09-23T13:37:38,PICKER058,W02,W02-A05-S012
ORD000770,SKU00020,2025-09-23T13:38:17,PICKER058,W02,W02-A12-S005
ORD000771,SKU00004,2025-09-16T12:34:24,PICKER054,W02,W02-A06-S001
ORD000771,SKU00004,2025-09-16T12:34:33,PICKER054,W02,W02-A06-S001
ORD000771,SKU00020,2025-09-16T12:34:54,PICKER054,W02,W02-A12-S005
ORD000771,SKU00333,2025-09-16T12:35:14,PICKER054,W02,W02-A12-S009
ORD000771,SKU00001,2025-09-16T12:35:46,PICKER054,W02,W02-A03-S008
ORD000772,SKU00002,2025-09-21T21:00:16,PICKER041,W01,W01-A01-S013
ORD000772,SKU00002,2025-09-21T21:00:24,PICKER041,W01,W01-A01-S013
ORD000772,SKU00002,2025-09-21T21:00:28,PICKER041,W01,W01-A01-S013
ORD000772,SKU00016,2025-09-21T21:00:56,PICKER041,W01,W01-A11-S009
ORD000772,SKU00626,2025-09-21T21:01:14,PICKER041,W01,W01-A10-S014
ORD000773,SKU00002,2025-09-19T14:11:24,PICKER050,W01,W01-A01-S013
ORD000774,SKU00005,2025-09-29T22:21:28,PICKER052,W01,W01-A05-S015
ORD000774,SKU00098,2025-09-29T22:21:40,PICKER052,W01,W01-A06-S010
ORD000775,SKU00036,2025-09-09T13:18:25,PICKER013,W01,W01-A02-S025
ORD000776,SKU00002,2025-09-28T14:40:15,PICKER040,W01,W01-A01-S013
ORD000776,SKU00018,2025-09-28T14:40:49,PICKER040,W01,W01-A12-S013
ORD000776,SKU00316,2025-09-28T14:41:21,PICKER040,W01,W01-A02-S011
ORD000777,SKU00471,2025-09-21T12:05:35,PICKER035,W01,W01-A10-S002
ORD000777,SKU00746,2025-09-21T12:05:50,PICKER035,W01,W01-A07-S005
ORD000778,SKU00121,2025-09-16T13:06:19,PICKER057,W01,W01-A01-S006
ORD000778,SKU00002,2025-09-16T13:06:35,PICKER057,W01,W01-A01-S013
ORD000778,SKU00033,2025-09-16T13:07:03,PICKER057,W01,W01-A03-S003
ORD000778,SKU00047,2025-09-16T13:07:18,PICKER057,W01,W01-A07-S001
ORD000779,SKU00355,2025-09-29T21:58:32,PICKER035,W01,W01-A12-S008
ORD000780,SKU00001,2025-09-10T22:55:15,PICKER044,W02,W02-A03-S008
ORD000780,SKU00008,2025-09-10T22:55:48,PICKER044,W02,W02-A12-S005
ORD000781,SKU00005,2025-09-12T22:22:29,PICKER040,W01,W01-A05-S015
ORD000781,SKU00323,2025-09-12T22:22:49,PICKER040,W01,W01-A07-S005
ORD000782,SKU00001,2025-09-16T12:12:14,PICKER007,W02,W02-A03-S008
ORD000782,SKU00001,2025-09-16T12:12:24,PICKER007,W02,W02-A03-S008
ORD000782,SKU00004,2025-09-16T12:12:41,PICKER007,W02,W02-A06-S001
ORD000783,SKU00034,2025-09-20T21:06:32,PICKER021,W01,W01-A02-S023
ORD000783,SKU00057,2025-09-20T21:07:00,PICKER021,W01,W01-A03-S002
ORD000783,SKU00033,2025-09-20T21:07:15,PICKER021,W01,W01-A03-S003
ORD000783,SKU00005,2025-09-20T21:07:35,PICKER021,W01,W01-A05-S015
ORD000783,SKU00029,2025-09-20T21:07:50,PICKER021,W01,W01-A06-S018
ORD000783,SKU00038,2025-09-20T21:08:16,PICKER021,W01,W01-A08-S002
ORD000783,SKU00028,2025-09-20T21:08:46,PICKER021,W01,W01-A07-S025
ORD000783,SKU00002,2025-09-20T21:09:21,PICKER021,W01,W01-A01-S013
ORD000783,SKU00002,2025-09-20T21:09:32,PICKER021,W01,W01-A01-S013
ORD000784,SKU00001,2025-09-10T22:20:13,PICKER045,W02,W02-A03-S008
ORD000784,SKU00001,2025-09-10T22:20:19,PICKER045,W02,W02-A03-S008
ORD000785,SKU00013,2025-09-24T13:25:31,PICKER057,W02,W02-A02-S023
ORD000786,SKU00001,2025-09-20T22:06:32,PICKER006,W02,W02-A03-S008
ORD000787,SKU00048,2025-09-10T21:52:32,PICKER036,W01,W01-A08-S011
ORD000787,SKU00115,2025-09-10T21:52:53,PICKER036,W01,W01-A08-S023
ORD000787,SKU00029,2025-09-10T21:53:10,PICKER036,W01,W01-A06-S018
ORD000787,SKU00009,2025-09-10T21:53:25,PICKER036,W01,W01-A02-S020
ORD000787,SKU00119,2025-09-10T21:53:56,PICKER036,W01,W01-A06-S004
ORD000788,SKU00085,2025-09-25T22:29:19,PICKER044,W01,W01-A05-S009
ORD000788,SKU00010,2025-09-25T22:29:43,PICKER044,W01,W01-A09-S017
ORD000789,SKU00001,2025-09-13T21:07:14,PICKER007,W02,W02-A03-S008
ORD000789,SKU00008,2025-09-13T21:07:39,PICKER007,W02,W02-A12-S005
ORD000789,SKU00245,2025-09-13T21:08:05,PICKER007,W02,W02-A10-S022
ORD000790,SKU00005,2025-09-23T14:31:31,PICKER019,W01,W01-A05-S015
ORD000790,SKU00022,2025-09-23T14:31:39,PICKER019,W01,W01-A05-S013
ORD000790,SKU00005,2025-09-23T14:31:53,PICKER019,W01,W01-A05-S015
ORD000790,SKU00005,2025-09-23T14:31:58,PICKER019,W01,W01-A05-S015
ORD000790,SKU00005,2025-09-23T14:32:14,PICKER019,W01,W01-A05-S015
ORD000790,SKU00125,2025-09-23T14:32:35,PICKER019,W01,W01-A07-S025
ORD000790,SKU00044,2025-09-23T14:32:51,PICKER019,W01,W01-A08-S019
ORD000791,SKU00011,2025-09-19T20:30:19,PICKER019,W01,W01-A01-S017
ORD000791,SKU00009,2025-09-19T20:30:29,PICKER019,W01,W01-A02-S020
ORD000791,SKU00084,2025-09-19T20:30:46,PICKER019,W01,W01-A02-S009
ORD000791,SKU00011,2025-09-19T20:31:11,PICKER019,W01,W01-A01-S017
ORD000791,SKU00005,2025-09-19T20:31:25,PICKER019,W01,W01-A05-S015
ORD000791,SKU00059,2025-09-19T20:31:32,PICKER019,W01,W01-A06-S018
ORD000791,SKU00037,2025-09-19T20:31:52,PICKER019,W01,W01-A08-S009
ORD000792,SKU00002,2025-09-21T12:52:27,PICKER042,W01,W01-A01-S013
ORD000792,SKU00022,2025-09-21T12:52:43,PICKER042,W01,W01-A05-S013
ORD000793,SKU00133,2025-09-09T13:44:26,PICKER014,W01,W01-A11-S007
ORD000793,SKU00026,2025-09-09T13:44:46,PICKER014,W01,W01-A04-S007
ORD000793,SKU00002,2025-09-09T13:45:08,PICKER014,W01,W01-A01-S013
ORD000794,SKU00063,2025-09-13T22:48:31,PICKER036,W01,W01-A08-S015
ORD000794,SKU00005,2025-09-13T22:48:46,PICKER036,W01,W01-A05-S015
ORD000794,SKU00076,2025-09-13T22:48:52,PICKER036,W01,W01-A05-S013
ORD000795,SKU00001,2025-09-30T14:49:15,PICKER020,W02,W02-A03-S008
ORD000795,SKU00031,2025-09-30T14:49:30,PICKER020,W02,W02-A05-S011
ORD000795,SKU00001,2025-09-30T14:49:47,PICKER020,W02,W02-A03-S008
ORD000796,SKU00134,2025-09-20T21:44:28,PICKER034,W01,W01-A04-S017
ORD000797,SKU00009,2025-09-25T21:14:28,PICKER031,W01,W01-A02-S020
ORD000797,SKU00010,2025-09-25T21:14:50,PICKER031,W01,W01-A09-S017
ORD000797,SKU00089,2025-09-25T21:15:14,PICKER031,W01,W01-A11-S006
ORD000798,SKU00114,2025-09-24T22:21:12,PICKER031,W01,W01-A02-S008
ORD000798,SKU00002,2025-09-24T22:21:34,PICKER031,W01,W01-A01-S013
ORD000798,SKU00097,2025-09-24T22:22:11,PICKER031,W01,W01-A12-S001
ORD000799,SKU00039,2025-09-27T13:12:33,PICKER034,W01,W01-A06-S011
ORD000800,SKU00010,2025-09-19T12:02:35,PICKER054,W01,W01-A09-S017
ORD000801,SKU00017,2025-09-24T21:12:29,PICKER052,W01,W01-A01-S014
ORD000802,SKU00002,2025-09-08T22:50:16,PICKER041,W01,W01-A01-S013
ORD000803,SKU00483,2025-09-09T20:01:22,PICKER020,W01,W01-A07-S009
ORD000803,SKU00010,2025-09-09T20:01:40,PICKER020,W01,W01-A09-S017
ORD000804,SKU00005,2025-09-30T12:06:26,PICKER045,W01,W01-A05-S015
ORD000805,SKU00002,2025-09-18T21:55:16,PICKER050,W01,W01-A01-S013
ORD000806,SKU00348,2025-09-06T12:44:36,PICKER055,W01,W01-A01-S023
ORD000806,SKU00051,2025-09-06T12:44:57,PICKER055,W01,W01-A02-S011
ORD000806,SKU00002,2025-09-06T12:45:10,PICKER055,W01,W01-A01-S013
ORD000807,SKU00575,2025-09-28T21:39:38,PICKER057,W02,W02-A09-S024
ORD000807,SKU00054,2025-09-28T21:40:05,PICKER057,W02,W02-A06-S024
ORD000807,SKU00003,2025-09-28T21:40:23,PICKER057,W02,W02-A06-S016
ORD000807,SKU00003,2025-09-28T21:40:43,PICKER057,W02,W02-A06-S016
ORD000807,SKU00001,2025-09-28T21:41:03,PICKER057,W02,W02-A03-S008
ORD000808,SKU00237,2025-09-22T22:29:16,PICKER035,W01,W01-A02-S001
ORD000808,SKU00002,2025-09-22T22:29:41,PICKER035,W01,W01-A01-S013
ORD000808,SKU00002,2025-09-22T22:29:52,PICKER035,W01,W01-A01-S013
ORD000808,SKU00002,2025-09-22T22:30:02,PICKER035,W01,W01-A01-S013
ORD000808,SKU00050,2025-09-22T22:30:34,PICKER035,W01,W01-A04-S024
ORD000808,SKU00005,2025-09-22T22:30:54,PICKER035,W01,W01-A05-S015
ORD000808,SKU00184,2025-09-22T22:31:16,PICKER035,W01,W01-A12-S009
ORD000809,SKU00001,2025-09-08T12:19:20,PICKER039,W02,W02-A03-S008
ORD000809,SKU00020,2025-09-08T12:19:47,PICKER039,W02,W02-A12-S005
ORD000810,SKU00141,2025-09-11T13:22:29,PICKER022,W01,W01-A08-S017
ORD000810,SKU00010,2025-09-11T13:22:42,PICKER022,W01,W01-A09-S017
ORD000810,SKU00022,2025-09-11T13:22:57,PICKER022,W01,W01-A05-S013
ORD000811,SKU00011,2025-09-20T21:23:24,PICKER050,W01,W01-A01-S017
ORD000811,SKU00002,2025-09-20T21:23:41,PICKER050,W01,W01-A01-S013
ORD000811,SKU00005,2025-09-20T21:23:57,PICKER050,W01,W01-A05-S015
ORD000811,SKU00005,2025-09-20T21:24:16,PICKER050,W01,W01-A05-S015
ORD000811,SKU00684,2025-09-20T21:24:38,PICKER050,W01,W01-A07-S017
ORD000812,SKU00001,2025-09-29T13:54:18,PICKER040,W02,W02-A03-S008
ORD000812,SKU00001,2025-09-29T13:54:31,PICKER040,W02,W02-A03-S008
ORD000812,SKU00001,2025-09-29T13:54:38,PICKER040,W02,W02-A03-S008
ORD000812,SKU00023,2025-09-29T13:55:07,PICKER040,W02,W02-A10-S005
ORD000813,SKU00017,2025-09-29T14:46:24,PICKER006,W01,W01-A01-S014
ORD000813,SKU00009,2025-09-29T14:46:37,PICKER006,W01,W01-A02-S020
ORD000813,SKU00009,2025-09-29T14:46:48,PICKER006,W01,W01-A02-S020
ORD000813,SKU00005,2025-09-29T14:47:02,PICKER006,W01,W01-A05-S015
ORD000813,SKU00166,2025-09-29T14:47:18,PICKER006,W01,W01-A06-S011
ORD000814,SKU00001,2025-09-07T12:57:13,PICKER039,W02,W02-A03-S008
ORD000814,SKU00001,2025-09-07T12:57:19,PICKER039,W02,W02-A03-S008
ORD000814,SKU00003,2025-09-07T12:57:40,PICKER039,W02,W02-A06-S016
ORD000815,SKU00422,2025-09-14T22:35:22,PICKER025,W01,W01-A01-S020
ORD000816,SKU00001,2025-09-26T21:16:19,PICKER059,W02,W02-A03-S008
ORD000816,SKU00008,2025-09-26T21:16:46,PICKER059,W02,W02-A12-S005
ORD000816,SKU00013,2025-09-26T21:17:25,PICKER059,W02,W02-A02-S023
ORD000816,SKU00003,2025-09-26T21:17:52,PICKER059,W02,W02-A06-S016
ORD000817,SKU00664,2025-09-03T12:41:24,PICKER052,W01,W01-A04-S016
ORD000817,SKU00071,2025-09-03T12:41:37,PICKER052,W01,W01-A04-S009
ORD000817,SKU00026,2025-09-03T12:41:50,PICKER052,W01,W01-A04-S007
ORD000817,SKU00033,2025-09-03T12:42:03,PICKER052,W01,W01-A03-S003
ORD000817,SKU00016,2025-09-03T12:42:30,PICKER052,W01,W01-A11-S009
ORD000818,SKU00001,2025-09-03T14:28:13,PICKER041,W02,W02-A03-S008
ORD000818,SKU00001,2025-09-03T14:28:27,PICKER041,W02,W02-A03-S008
ORD000818,SKU00168,2025-09-03T14:28:53,PICKER041,W02,W02-A09-S017
ORD000819,SKU00008,2025-09-02T20:39:29,PICKER041,W02,W02-A12-S005
ORD000820,SKU00002,2025-09-07T13:38:15,PICKER009,W01,W01-A01-S013
